"","X1","uniqueID","island","site","transect","topcolor","bowlcolor","insectorder","numinsects","dateout","datecoll","duration"
"1455",2033,"GuamSblasL3","Guam","sblas","L3","b","b","Apoidea",0,2018-01-12,2018-01-15,3
"1456",2034,"GuamSblasL3","Guam","sblas","L3","y","r","Apoidea",0,2018-01-12,2018-01-15,3
"1457",2036,"SaipanForbiAL1","Saipan","forbia","L1","y","y","Apoidea",0,2018-01-17,2018-01-20,3
"1458",2037,"SaipanForbiAL1","Saipan","forbia","L1","y","r","Apoidea",0,2018-01-17,2018-01-20,3
"1459",2040,"SaipanForbiAL1","Saipan","forbia","L1","b","y","Apoidea",0,2018-01-17,2018-01-20,3
"1460",2042,"SaipanForbiAL1","Saipan","forbia","L1","b","b","Apoidea",0,2018-01-17,2018-01-20,3
"1461",2043,"SaipanForbiAL1","Saipan","forbia","L1","b","r","Apoidea",0,2018-01-17,2018-01-20,3
"1462",2044,"SaipanForbiAL1","Saipan","forbia","L1","w","y","Apoidea",0,2018-01-17,2018-01-20,3
"1463",2046,"SaipanForbiAL1","Saipan","forbia","L1","y","b","Apoidea",0,2018-01-17,2018-01-20,3
"1464",2048,"SaipanForbiAL1","Saipan","forbia","L1","r","y","Apoidea",0,2018-01-17,2018-01-20,3
"1465",2049,"SaipanForbiAL1","Saipan","forbia","L1","y","w","Apoidea",0,2018-01-17,2018-01-20,3
"1466",2050,"SaipanForbiAL1","Saipan","forbia","L1","r","b","Apoidea",0,2018-01-17,2018-01-20,3
"1467",2052,"SaipanForbiAL2","Saipan","forbia","L2","y","y","Apoidea",0,2018-01-17,2018-01-20,3
"1468",2053,"SaipanForbiAL2","Saipan","forbia","L2","y","w","Apoidea",0,2018-01-17,2018-01-20,3
"1469",2054,"SaipanForbiAL2","Saipan","forbia","L2","y","r","Apoidea",0,2018-01-17,2018-01-20,3
"1470",2056,"SaipanForbiAL2","Saipan","forbia","L2","b","b","Apoidea",0,2018-01-17,2018-01-20,3
"1471",2058,"SaipanForbiAL2","Saipan","forbia","L2","b","r","Apoidea",0,2018-01-17,2018-01-20,3
"1472",2064,"SaipanForbiAL2","Saipan","forbia","L2","r","b","Apoidea",0,2018-01-17,2018-01-20,3
"1473",2065,"SaipanForbiAL2","Saipan","forbia","L2","r","w","Apoidea",0,2018-01-17,2018-01-20,3
"1474",2066,"SaipanForbiAL2","Saipan","forbia","L2","r","r","Apoidea",0,2018-01-17,2018-01-20,3
"1475",2068,"SaipanForbiAL3","Saipan","forbia","L3","r","b","Apoidea",0,2018-01-17,2018-01-20,3
"1476",2069,"SaipanForbiAL3","Saipan","forbia","L3","r","w","Apoidea",0,2018-01-17,2018-01-20,3
"1477",2070,"SaipanForbiAL3","Saipan","forbia","L3","r","r","Apoidea",0,2018-01-17,2018-01-20,3
"1478",2072,"SaipanForbiAL3","Saipan","forbia","L3","w","b","Apoidea",0,2018-01-17,2018-01-20,3
"1479",2077,"SaipanForbiAL3","Saipan","forbia","L3","b","b","Apoidea",0,2018-01-17,2018-01-20,3
"1480",2078,"SaipanForbiAL3","Saipan","forbia","L3","b","r","Apoidea",0,2018-01-17,2018-01-20,3
"1481",2080,"SaipanForbiAL3","Saipan","forbia","L3","y","b","Apoidea",0,2018-01-17,2018-01-20,3
"1482",2082,"SaipanForbiAL3","Saipan","forbia","L3","y","r","Apoidea",0,2018-01-17,2018-01-20,3
"1483",2090,"SaipanForbiGridL1","Saipan","forbig","L1","r","r","Apoidea",0,2018-01-17,2018-01-20,3
"1484",2093,"SaipanForbiGridL1","Saipan","forbig","L1","w","y","Apoidea",0,2018-01-17,2018-01-20,3
"1485",2098,"SaipanForbiGridL2","Saipan","forbig","L2","y","y","Apoidea",0,2018-01-17,2018-01-20,3
"1486",2102,"SaipanForbiGridL2","Saipan","forbig","L2","b","y","Apoidea",0,2018-01-17,2018-01-20,3
"1487",2104,"SaipanForbiGridL2","Saipan","forbig","L2","b","w","Apoidea",0,2018-01-17,2018-01-20,3
"1488",2105,"SaipanForbiGridL2","Saipan","forbig","L2","b","r","Apoidea",0,2018-01-17,2018-01-20,3
"1489",2106,"SaipanForbiGridL2","Saipan","forbig","L2","w","y","Apoidea",0,2018-01-17,2018-01-20,3
"1490",2108,"SaipanForbiGridL2","Saipan","forbig","L2","w","w","Apoidea",0,2018-01-17,2018-01-20,3
"1491",2110,"SaipanForbiGridL2","Saipan","forbig","L2","r","y","Apoidea",0,2018-01-17,2018-01-20,3
"1492",2112,"SaipanForbiGridL2","Saipan","forbig","L2","r","w","Apoidea",0,2018-01-17,2018-01-20,3
"1493",2113,"SaipanForbiGridL2","Saipan","forbig","L2","r","r","Apoidea",0,2018-01-17,2018-01-20,3
"1494",2117,"SaipanForbiGridL3","Saipan","forbig","L3","r","r","Apoidea",0,2018-01-17,2018-01-20,3
"1495",2118,"SaipanForbiGridL3","Saipan","forbig","L3","r","w","Apoidea",0,2018-01-17,2018-01-20,3
"1496",2119,"SaipanForbiGridL3","Saipan","forbig","L3","b","y","Apoidea",0,2018-01-17,2018-01-20,3
"1497",2121,"SaipanForbiGridL3","Saipan","forbig","L3","b","b","Apoidea",0,2018-01-17,2018-01-20,3
"1498",2122,"SaipanForbiGridL3","Saipan","forbig","L3","b","r","Apoidea",0,2018-01-17,2018-01-20,3
"1499",2129,"SaipanForbiGridL3","Saipan","forbig","L3","r","b","Apoidea",0,2018-01-17,2018-01-20,3
"1500",2130,"SaipanLADTAL1","Saipan","ladta","L1","y","y","Apoidea",0,2018-01-17,2018-01-20,3
"1501",2131,"SaipanLADTAL1","Saipan","ladta","L1","y","b","Apoidea",0,2018-01-17,2018-01-20,3
"1502",2132,"SaipanLADTAL1","Saipan","ladta","L1","y","w","Apoidea",0,2018-01-17,2018-01-20,3
"1503",2133,"SaipanLADTAL1","Saipan","ladta","L1","b","r","Apoidea",0,2018-01-17,2018-01-20,3
"1504",2134,"SaipanLADTAL1","Saipan","ladta","L1","r","r","Apoidea",0,2018-01-17,2018-01-20,3
"1505",2135,"SaipanLADTAL1","Saipan","ladta","L1","y","r","Apoidea",0,2018-01-17,2018-01-20,3
"1506",2136,"SaipanLADTAL1","Saipan","ladta","L1","b","y","Apoidea",0,2018-01-17,2018-01-20,3
"1507",2137,"SaipanLADTAL1","Saipan","ladta","L1","r","b","Apoidea",0,2018-01-17,2018-01-20,3
"1508",2138,"SaipanLADTAL1","Saipan","ladta","L1","w","y","Apoidea",0,2018-01-17,2018-01-20,3
"1509",2139,"SaipanLADTAL1","Saipan","ladta","L1","w","b","Apoidea",0,2018-01-17,2018-01-20,3
"1510",2140,"SaipanLADTAL1","Saipan","ladta","L1","r","w","Apoidea",0,2018-01-17,2018-01-20,3
"1511",2141,"SaipanLADTAL1","Saipan","ladta","L1","b","b","Apoidea",0,2018-01-17,2018-01-20,3
"1512",2142,"SaipanLADTAL1","Saipan","ladta","L1","b","w","Apoidea",0,2018-01-17,2018-01-20,3
"1513",2143,"SaipanLADTAL1","Saipan","ladta","L1","w","r","Apoidea",0,2018-01-17,2018-01-20,3
"1514",2144,"SaipanLADTAL1","Saipan","ladta","L1","w","w","Apoidea",0,2018-01-17,2018-01-20,3
"1515",2145,"SaipanLADTAL1","Saipan","ladta","L1","r","y","Apoidea",0,2018-01-17,2018-01-20,3
"1516",2146,"SaipanLADTAL2","Saipan","ladta","L2","y","y","Apoidea",0,2018-01-17,2018-01-20,3
"1517",2149,"SaipanLADTAL2","Saipan","ladta","L2","y","r","Apoidea",0,2018-01-17,2018-01-20,3
"1518",2162,"SaipanLADTAL3","Saipan","ladta","L3","r","w","Apoidea",0,2018-01-17,2018-01-20,3
"1519",2163,"SaipanLADTAL3","Saipan","ladta","L3","r","r","Apoidea",0,2018-01-17,2018-01-20,3
"1520",2164,"SaipanLADTAL3","Saipan","ladta","L3","r","b","Apoidea",0,2018-01-17,2018-01-20,3
"1521",2165,"SaipanLADTAL3","Saipan","ladta","L3","r","y","Apoidea",0,2018-01-17,2018-01-20,3
"1522",2166,"SaipanLADTAL3","Saipan","ladta","L3","b","r","Apoidea",0,2018-01-17,2018-01-20,3
"1523",2167,"SaipanLADTAL3","Saipan","ladta","L3","b","w","Apoidea",0,2018-01-17,2018-01-20,3
"1524",2168,"SaipanLADTAL3","Saipan","ladta","L3","b","b","Apoidea",0,2018-01-17,2018-01-20,3
"1525",2170,"SaipanLADTAL3","Saipan","ladta","L3","w","y","Apoidea",0,2018-01-17,2018-01-20,3
"1526",2171,"SaipanLADTAL3","Saipan","ladta","L3","y","r","Apoidea",0,2018-01-17,2018-01-20,3
"1527",2172,"SaipanLADTAL3","Saipan","ladta","L3","w","r","Apoidea",0,2018-01-17,2018-01-20,3
"1528",2173,"SaipanLADTAL3","Saipan","ladta","L3","w","w","Apoidea",0,2018-01-17,2018-01-20,3
"1529",2174,"SaipanLADTAL3","Saipan","ladta","L3","w","b","Apoidea",0,2018-01-17,2018-01-20,3
"1530",2175,"SaipanLADTAL3","Saipan","ladta","L3","y","w","Apoidea",0,2018-01-17,2018-01-20,3
"1531",2177,"SaipanLADTAL3","Saipan","ladta","L3","y","b","Apoidea",0,2018-01-17,2018-01-20,3
"1532",2179,"SaipanLADTGL2","Saipan","ladtg","L2","b","b","Apoidea",0,2018-01-17,2018-01-20,3
"1533",2180,"SaipanLADTGL2","Saipan","ladtg","L2","r","b","Apoidea",0,2018-01-17,2018-01-20,3
"1534",2181,"SaipanLADTGL2","Saipan","ladtg","L2","y","y","Apoidea",0,2018-01-17,2018-01-20,3
"1535",2184,"SaipanLADTGL2","Saipan","ladtg","L2","w","y","Apoidea",0,2018-01-17,2018-01-20,3
"1536",2185,"SaipanLADTGL2","Saipan","ladtg","L2","b","w","Apoidea",0,2018-01-17,2018-01-20,3
"1537",2186,"SaipanLADTGL2","Saipan","ladtg","L2","y","b","Apoidea",0,2018-01-17,2018-01-20,3
"1538",2188,"SaipanLADTGL2","Saipan","ladtg","L2","w","r","Apoidea",0,2018-01-17,2018-01-20,3
"1539",2191,"SaipanLADTGL2","Saipan","ladtg","L2","w","w","Apoidea",0,2018-01-17,2018-01-20,3
"1540",2193,"SaipanLADTGL2","Saipan","ladtg","L2","y","r","Apoidea",0,2018-01-17,2018-01-20,3
"1541",2196,"SaipanMTRLL1","Saipan","mtrl","L1","w","w","Apoidea",0,2018-01-17,2018-01-20,3
"1542",2197,"SaipanMTRLL1","Saipan","mtrl","L1","w","r","Apoidea",0,2018-01-17,2018-01-20,3
"1543",2200,"SaipanMTRLL1","Saipan","mtrl","L1","r","w","Apoidea",0,2018-01-17,2018-01-20,3
"1544",2201,"SaipanMTRLL1","Saipan","mtrl","L1","r","r","Apoidea",0,2018-01-17,2018-01-20,3
"1545",2202,"SaipanMTRLL1","Saipan","mtrl","L1","b","b","Apoidea",0,2018-01-17,2018-01-20,3
"1546",2203,"SaipanMTRLL1","Saipan","mtrl","L1","b","w","Apoidea",0,2018-01-17,2018-01-20,3
"1547",2209,"SaipanMTRLL1","Saipan","mtrl","L1","y","r","Apoidea",0,2018-01-17,2018-01-20,3
"1548",2210,"SaipanMTRLL2","Saipan","mtrl","L2","r","r","Apoidea",0,2018-01-17,2018-01-20,3
"1549",2212,"SaipanMTRLL2","Saipan","mtrl","L2","r","b","Apoidea",0,2018-01-17,2018-01-20,3
"1550",2213,"SaipanMTRLL2","Saipan","mtrl","L2","r","y","Apoidea",0,2018-01-17,2018-01-20,3
"1551",2216,"SaipanMTRLL2","Saipan","mtrl","L2","w","w","Apoidea",0,2018-01-17,2018-01-20,3
"1552",2222,"SaipanMTRLL2","Saipan","mtrl","L2","b","w","Apoidea",0,2018-01-17,2018-01-20,3
"1553",2223,"SaipanMTRLL2","Saipan","mtrl","L2","y","y","Apoidea",0,2018-01-17,2018-01-20,3
"1554",2226,"SaipanMTRLL3","Saipan","mtrl","L3","r","r","Apoidea",0,2018-01-17,2018-01-20,3
"1555",2228,"SaipanMTRLL3","Saipan","mtrl","L3","r","y","Apoidea",0,2018-01-17,2018-01-20,3
"1556",2229,"SaipanMTRLL3","Saipan","mtrl","L3","b","b","Apoidea",0,2018-01-17,2018-01-20,3
"1557",2230,"SaipanMTRLL3","Saipan","mtrl","L3","y","b","Apoidea",0,2018-01-17,2018-01-20,3
"1558",2232,"SaipanMTRLL3","Saipan","mtrl","L3","w","r","Apoidea",0,2018-01-17,2018-01-20,3
"1559",2233,"SaipanMTRLL3","Saipan","mtrl","L3","w","w","Apoidea",0,2018-01-17,2018-01-20,3
"1560",2234,"SaipanMTRLL3","Saipan","mtrl","L3","b","y","Apoidea",0,2018-01-17,2018-01-20,3
"1561",2236,"SaipanMTRLL3","Saipan","mtrl","L3","r","w","Apoidea",0,2018-01-17,2018-01-20,3
"1562",2237,"SaipanMTRLL3","Saipan","mtrl","L3","r","b","Apoidea",0,2018-01-17,2018-01-20,3
"1563",2238,"SaipanMTRLL3","Saipan","mtrl","L3","w","b","Apoidea",0,2018-01-17,2018-01-20,3
"1564",2240,"SaipanMTRLL3","Saipan","mtrl","L3","w","y","Apoidea",0,2018-01-17,2018-01-20,3
"1565",2241,"GuamAnaoL1","Guam","anao","L1","b","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1566",2243,"GuamAnaoL1","Guam","anao","L1","y","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1567",2244,"GuamAnaoL1","Guam","anao","L1","y","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1568",2245,"GuamAnaoL1","Guam","anao","L1","w","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1569",2248,"GuamAnaoL1","Guam","anao","L1","r","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1570",2249,"GuamAnaoL1","Guam","anao","L1","b","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1571",2250,"GuamAnaoL1","Guam","anao","L1","b","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1572",2251,"GuamAnaoL1","Guam","anao","L1","b","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1573",2252,"GuamAnaoL1","Guam","anao","L1","y","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1574",2253,"GuamAnaoL1","Guam","anao","L1","w","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1575",2255,"GuamAnaoL1","Guam","anao","L1","r","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1576",2257,"GuamAnaoL2","Guam","anao","L2","b","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1577",2259,"GuamAnaoL2","Guam","anao","L2","r","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1578",2260,"GuamAnaoL2","Guam","anao","L2","y","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1579",2261,"GuamAnaoL2","Guam","anao","L2","b","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1580",2262,"GuamAnaoL2","Guam","anao","L2","r","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1581",2264,"GuamAnaoL2","Guam","anao","L2","b","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1582",2265,"GuamAnaoL2","Guam","anao","L2","y","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1583",2266,"GuamAnaoL2","Guam","anao","L2","y","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1584",2267,"GuamAnaoL2","Guam","anao","L2","w","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1585",2268,"GuamAnaoL2","Guam","anao","L2","w","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1586",2269,"GuamAnaoL2","Guam","anao","L2","r","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1587",2271,"GuamAnaoL2","Guam","anao","L2","r","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1588",2272,"GuamAnaoL2","Guam","anao","L2","y","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1589",2273,"GuamAnaoL3","Guam","anao","L3","y","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1590",2274,"GuamAnaoL3","Guam","anao","L3","y","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1591",2275,"GuamAnaoL3","Guam","anao","L3","y","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1592",2276,"GuamAnaoL3","Guam","anao","L3","b","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1593",2277,"GuamAnaoL3","Guam","anao","L3","r","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1594",2278,"GuamAnaoL3","Guam","anao","L3","w","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1595",2279,"GuamAnaoL3","Guam","anao","L3","y","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1596",2280,"GuamAnaoL3","Guam","anao","L3","w","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1597",2281,"GuamAnaoL3","Guam","anao","L3","w","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1598",2282,"GuamAnaoL3","Guam","anao","L3","b","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1599",2283,"GuamAnaoL3","Guam","anao","L3","b","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1600",2284,"GuamAnaoL3","Guam","anao","L3","r","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1601",2285,"GuamAnaoL3","Guam","anao","L3","r","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1602",2286,"GuamAnaoL3","Guam","anao","L3","w","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1603",2287,"GuamAnaoL3","Guam","anao","L3","r","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1604",2289,"GuamNblasL1","Guam","nblas","L1","r","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1605",2290,"GuamNblasL1","Guam","nblas","L1","r","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1606",2291,"GuamNblasL1","Guam","nblas","L1","r","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1607",2292,"GuamNblasL1","Guam","nblas","L1","r","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1608",2293,"GuamNblasL1","Guam","nblas","L1","b","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1609",2294,"GuamNblasL1","Guam","nblas","L1","b","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1610",2295,"GuamNblasL1","Guam","nblas","L1","b","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1611",2297,"GuamNblasL1","Guam","nblas","L1","y","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1612",2298,"GuamNblasL1","Guam","nblas","L1","y","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1613",2299,"GuamNblasL1","Guam","nblas","L1","y","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1614",2300,"GuamNblasL1","Guam","nblas","L1","y","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1615",2301,"GuamNblasL1","Guam","nblas","L1","w","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1616",2302,"GuamNblasL1","Guam","nblas","L1","w","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1617",2303,"GuamNblasL1","Guam","nblas","L1","w","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1618",2304,"GuamNblasL1","Guam","nblas","L1","w","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1619",2305,"GuamNblasL2","Guam","nblas","L2","r","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1620",2306,"GuamNblasL2","Guam","nblas","L2","r","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1621",2307,"GuamNblasL2","Guam","nblas","L2","r","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1622",2309,"GuamNblasL2","Guam","nblas","L2","w","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1623",2310,"GuamNblasL2","Guam","nblas","L2","w","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1624",2311,"GuamNblasL2","Guam","nblas","L2","w","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1625",2312,"GuamNblasL2","Guam","nblas","L2","y","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1626",2314,"GuamNblasL2","Guam","nblas","L2","y","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1627",2315,"GuamNblasL2","Guam","nblas","L2","y","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1628",2316,"GuamNblasL2","Guam","nblas","L2","y","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1629",2318,"GuamNblasL2","Guam","nblas","L2","b","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1630",2319,"GuamNblasL2","Guam","nblas","L2","b","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1631",2320,"GuamNblasL2","Guam","nblas","L2","b","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1632",2321,"GuamNblasL3","Guam","nblas","L3","r","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1633",2322,"GuamNblasL3","Guam","nblas","L3","r","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1634",2323,"GuamNblasL3","Guam","nblas","L3","r","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1635",2324,"GuamNblasL3","Guam","nblas","L3","r","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1636",2325,"GuamNblasL3","Guam","nblas","L3","w","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1637",2326,"GuamNblasL3","Guam","nblas","L3","w","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1638",2327,"GuamNblasL3","Guam","nblas","L3","w","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1639",2328,"GuamNblasL3","Guam","nblas","L3","w","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1640",2329,"GuamNblasL3","Guam","nblas","L3","y","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1641",2330,"GuamNblasL3","Guam","nblas","L3","y","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1642",2331,"GuamNblasL3","Guam","nblas","L3","y","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1643",2333,"GuamNblasL3","Guam","nblas","L3","b","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1644",2334,"GuamNblasL3","Guam","nblas","L3","b","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1645",2335,"GuamNblasL3","Guam","nblas","L3","b","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1646",2336,"GuamNblasL3","Guam","nblas","L3","b","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1647",2337,"GuamRacetrackL1","Guam","race","L1","w","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1648",2338,"GuamRacetrackL1","Guam","race","L1","w","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1649",2339,"GuamRacetrackL1","Guam","race","L1","w","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1650",2341,"GuamRacetrackL1","Guam","race","L1","w","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1651",2342,"GuamRacetrackL1","Guam","race","L1","r","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1652",2343,"GuamRacetrackL1","Guam","race","L1","r","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1653",2344,"GuamRacetrackL1","Guam","race","L1","y","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1654",2345,"GuamRacetrackL1","Guam","race","L1","b","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1655",2346,"GuamRacetrackL1","Guam","race","L1","b","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1656",2347,"GuamRacetrackL1","Guam","race","L1","r","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1657",2348,"GuamRacetrackL1","Guam","race","L1","r","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1658",2350,"GuamRacetrackL1","Guam","race","L1","b","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1659",2351,"GuamRacetrackL1","Guam","race","L1","b","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1660",2353,"GuamRacetrackL2","Guam","race","L2","r","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1661",2354,"GuamRacetrackL2","Guam","race","L2","b","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1662",2355,"GuamRacetrackL2","Guam","race","L2","b","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1663",2357,"GuamRacetrackL2","Guam","race","L2","b","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1664",2358,"GuamRacetrackL2","Guam","race","L2","y","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1665",2364,"GuamRacetrackL2","Guam","race","L2","w","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1666",2366,"GuamRacetrackL2","Guam","race","L2","r","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1667",2367,"GuamRacetrackL2","Guam","race","L2","r","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1668",2368,"GuamRacetrackL2","Guam","race","L2","r","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1669",2369,"GuamRacetrackL3","Guam","race","L3","r","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1670",2371,"GuamRacetrackL3","Guam","race","L3","y","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1671",2373,"GuamRacetrackL3","Guam","race","L3","y","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1672",2374,"GuamRacetrackL3","Guam","race","L3","y","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1673",2375,"GuamRacetrackL3","Guam","race","L3","w","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1674",2378,"GuamRacetrackL3","Guam","race","L3","b","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1675",2381,"GuamRacetrackL3","Guam","race","L3","w","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1676",2382,"GuamRacetrackL3","Guam","race","L3","w","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1677",2383,"GuamRacetrackL3","Guam","race","L3","r","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1678",2384,"GuamRacetrackL3","Guam","race","L3","r","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1679",2385,"GuamRitiL1","Guam","riti","L1","w","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1680",2389,"GuamRitiL1","Guam","riti","L1","r","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1681",2390,"GuamRitiL1","Guam","riti","L1","y","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1682",2391,"GuamRitiL1","Guam","riti","L1","y","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1683",2392,"GuamRitiL1","Guam","riti","L1","w","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1684",2393,"GuamRitiL1","Guam","riti","L1","b","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1685",2394,"GuamRitiL1","Guam","riti","L1","r","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1686",2395,"GuamRitiL1","Guam","riti","L1","b","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1687",2396,"GuamRitiL1","Guam","riti","L1","b","b","Crabronidae",0,2018-01-12,2018-01-15,3
"1688",2397,"GuamRitiL1","Guam","riti","L1","y","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1689",2398,"GuamRitiL1","Guam","riti","L1","b","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1690",2399,"GuamRitiL1","Guam","riti","L1","w","w","Crabronidae",0,2018-01-12,2018-01-15,3
"1691",2400,"GuamRitiL1","Guam","riti","L1","r","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1692",2401,"GuamRitiL2","Guam","riti","L2","y","y","Crabronidae",0,2018-01-12,2018-01-15,3
"1693",2402,"GuamRitiL2","Guam","riti","L2","w","r","Crabronidae",0,2018-01-12,2018-01-15,3
"1694",2403,"GuamRitiL2","Guam","riti","L2","w","w","Crabronidae",0,2018-01-12,2018-01-15,3
