"","uniqueID","island","site","transect","topcolor","bowlcolor","insectorder","numinsects","date traps out","date traps coll"
"1655","SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","b","Formicidae",0,2018-01-17,2018-01-20
"1656","SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","w","Formicidae",0,2018-01-17,2018-01-20
"1657","SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","r","Formicidae",0,2018-01-17,2018-01-20
"1658","SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","y","Formicidae",0,2018-01-17,2018-01-20
"1659","SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","b","Formicidae",0,2018-01-17,2018-01-20
"1660","SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","w","Formicidae",2,2018-01-17,2018-01-20
"1661","SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","r","Formicidae",0,2018-01-17,2018-01-20
"1662","SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","y","Formicidae",0,2018-01-17,2018-01-20
"1663","SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","b","Formicidae",1,2018-01-17,2018-01-20
"1664","SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","w","Formicidae",0,2018-01-17,2018-01-20
"1665","SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","r","Formicidae",0,2018-01-17,2018-01-20
"1666","SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","w","Formicidae",1,2018-01-17,2018-01-20
"1667","SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","y","Formicidae",0,2018-01-17,2018-01-20
"1668","SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","r","Formicidae",0,2018-01-17,2018-01-20
"1669","SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","r","Formicidae",0,2018-01-17,2018-01-20
"1670","SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","w","Formicidae",0,2018-01-17,2018-01-20
"1671","SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","y","Formicidae",0,2018-01-17,2018-01-20
"1672","SaipanForbiGridL3","Saipan","ForbiGrid","L3","w","r","Formicidae",1,2018-01-17,2018-01-20
"1673","SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","b","Formicidae",0,2018-01-17,2018-01-20
"1674","SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","r","Formicidae",0,2018-01-17,2018-01-20
"1675","SaipanForbiGridL3","Saipan","ForbiGrid","L3","w","y","Formicidae",0,2018-01-17,2018-01-20
"1676","SaipanForbiGridL3","Saipan","ForbiGrid","L3","w","w","Formicidae",0,2018-01-17,2018-01-20
"1677","SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","b","Formicidae",1,2018-01-17,2018-01-20
"1678","SaipanForbiGridL3","Saipan","ForbiGrid","L3","w","b","Formicidae",0,2018-01-17,2018-01-20
"1679","SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","y","Formicidae",0,2018-01-17,2018-01-20
"1680","SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","w","Formicidae",1,2018-01-17,2018-01-20
"1681","SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","b","Formicidae",0,2018-01-17,2018-01-20
"1682","SaipanLADTAL1","Saipan","LADTA","L1","y","y","Formicidae",1,2018-01-17,2018-01-20
"1683","SaipanLADTAL1","Saipan","LADTA","L1","y","b","Formicidae",0,2018-01-17,2018-01-20
"1684","SaipanLADTAL1","Saipan","LADTA","L1","y","w","Formicidae",1,2018-01-17,2018-01-20
"1685","SaipanLADTAL1","Saipan","LADTA","L1","b","r","Formicidae",1,2018-01-17,2018-01-20
"1686","SaipanLADTAL1","Saipan","LADTA","L1","r","r","Formicidae",0,2018-01-17,2018-01-20
"1687","SaipanLADTAL1","Saipan","LADTA","L1","y","r","Formicidae",0,2018-01-17,2018-01-20
"1688","SaipanLADTAL1","Saipan","LADTA","L1","b","y","Formicidae",0,2018-01-17,2018-01-20
"1689","SaipanLADTAL1","Saipan","LADTA","L1","r","b","Formicidae",0,2018-01-17,2018-01-20
"1690","SaipanLADTAL1","Saipan","LADTA","L1","w","y","Formicidae",0,2018-01-17,2018-01-20
"1691","SaipanLADTAL1","Saipan","LADTA","L1","w","b","Formicidae",0,2018-01-17,2018-01-20
"1692","SaipanLADTAL1","Saipan","LADTA","L1","r","w","Formicidae",1,2018-01-17,2018-01-20
"1693","SaipanLADTAL1","Saipan","LADTA","L1","b","b","Formicidae",0,2018-01-17,2018-01-20
"1694","SaipanLADTAL1","Saipan","LADTA","L1","b","w","Formicidae",1,2018-01-17,2018-01-20
"1695","SaipanLADTAL1","Saipan","LADTA","L1","w","r","Formicidae",0,2018-01-17,2018-01-20
"1696","SaipanLADTAL1","Saipan","LADTA","L1","w","w","Formicidae",0,2018-01-17,2018-01-20
"1697","SaipanLADTAL1","Saipan","LADTA","L1","r","y","Formicidae",0,2018-01-17,2018-01-20
"1698","SaipanLADTAL2","Saipan","LADTA","L2","y","y","Formicidae",0,2018-01-17,2018-01-20
"1699","SaipanLADTAL2","Saipan","LADTA","L2","y","b","Formicidae",1,2018-01-17,2018-01-20
"1700","SaipanLADTAL2","Saipan","LADTA","L2","y","w","Formicidae",0,2018-01-17,2018-01-20
"1701","SaipanLADTAL2","Saipan","LADTA","L2","y","r","Formicidae",0,2018-01-17,2018-01-20
"1702","SaipanLADTAL2","Saipan","LADTA","L2","b","y","Formicidae",0,2018-01-17,2018-01-20
"1703","SaipanLADTAL2","Saipan","LADTA","L2","b","b","Formicidae",0,2018-01-17,2018-01-20
"1704","SaipanLADTAL2","Saipan","LADTA","L2","b","w","Formicidae",0,2018-01-17,2018-01-20
"1705","SaipanLADTAL2","Saipan","LADTA","L2","b","r","Formicidae",0,2018-01-17,2018-01-20
"1706","SaipanLADTAL2","Saipan","LADTA","L2","w","y","Formicidae",0,2018-01-17,2018-01-20
"1707","SaipanLADTAL2","Saipan","LADTA","L2","w","b","Formicidae",0,2018-01-17,2018-01-20
"1708","SaipanLADTAL2","Saipan","LADTA","L2","w","w","Formicidae",0,2018-01-17,2018-01-20
"1709","SaipanLADTAL2","Saipan","LADTA","L2","w","r","Formicidae",0,2018-01-17,2018-01-20
"1710","SaipanLADTAL2","Saipan","LADTA","L2","r","y","Formicidae",0,2018-01-17,2018-01-20
"1711","SaipanLADTAL2","Saipan","LADTA","L2","r","b","Formicidae",0,2018-01-17,2018-01-20
"1712","SaipanLADTAL2","Saipan","LADTA","L2","r","w","Formicidae",1,2018-01-17,2018-01-20
"1713","SaipanLADTAL2","Saipan","LADTA","L2","r","r","Formicidae",0,2018-01-17,2018-01-20
"1714","SaipanLADTAL3","Saipan","LADTA","L3","r","w","Formicidae",0,2018-01-17,2018-01-20
"1715","SaipanLADTAL3","Saipan","LADTA","L3","r","r","Formicidae",0,2018-01-17,2018-01-20
"1716","SaipanLADTAL3","Saipan","LADTA","L3","r","b","Formicidae",0,2018-01-17,2018-01-20
"1717","SaipanLADTAL3","Saipan","LADTA","L3","r","y","Formicidae",1,2018-01-17,2018-01-20
"1718","SaipanLADTAL3","Saipan","LADTA","L3","b","r","Formicidae",0,2018-01-17,2018-01-20
"1719","SaipanLADTAL3","Saipan","LADTA","L3","b","w","Formicidae",0,2018-01-17,2018-01-20
"1720","SaipanLADTAL3","Saipan","LADTA","L3","b","b","Formicidae",0,2018-01-17,2018-01-20
"1721","SaipanLADTAL3","Saipan","LADTA","L3","b","y","Formicidae",0,2018-01-17,2018-01-20
"1722","SaipanLADTAL3","Saipan","LADTA","L3","w","y","Formicidae",2,2018-01-17,2018-01-20
"1723","SaipanLADTAL3","Saipan","LADTA","L3","y","r","Formicidae",1,2018-01-17,2018-01-20
"1724","SaipanLADTAL3","Saipan","LADTA","L3","w","r","Formicidae",0,2018-01-17,2018-01-20
"1725","SaipanLADTAL3","Saipan","LADTA","L3","w","w","Formicidae",0,2018-01-17,2018-01-20
"1726","SaipanLADTAL3","Saipan","LADTA","L3","w","b","Formicidae",0,2018-01-17,2018-01-20
"1727","SaipanLADTAL3","Saipan","LADTA","L3","y","w","Formicidae",0,2018-01-17,2018-01-20
"1728","SaipanLADTAL3","Saipan","LADTA","L3","y","y","Formicidae",0,2018-01-17,2018-01-20
"1729","SaipanLADTAL3","Saipan","LADTA","L3","y","b","Formicidae",0,2018-01-17,2018-01-20
"1730","SaipanLADTGL2","Saipan","LADTG","L2","b","y","Formicidae",1,2018-01-17,2018-01-20
"1731","SaipanLADTGL2","Saipan","LADTG","L2","b","b","Formicidae",0,2018-01-17,2018-01-20
"1732","SaipanLADTGL2","Saipan","LADTG","L2","r","b","Formicidae",1,2018-01-17,2018-01-20
"1733","SaipanLADTGL2","Saipan","LADTG","L2","y","y","Formicidae",1,2018-01-17,2018-01-20
"1734","SaipanLADTGL2","Saipan","LADTG","L2","b","r","Formicidae",1,2018-01-17,2018-01-20
"1735","SaipanLADTGL2","Saipan","LADTG","L2","r","w","Formicidae",0,2018-01-17,2018-01-20
"1736","SaipanLADTGL2","Saipan","LADTG","L2","w","y","Formicidae",0,2018-01-17,2018-01-20
"1737","SaipanLADTGL2","Saipan","LADTG","L2","b","w","Formicidae",1,2018-01-17,2018-01-20
"1738","SaipanLADTGL2","Saipan","LADTG","L2","y","b","Formicidae",0,2018-01-17,2018-01-20
"1739","SaipanLADTGL2","Saipan","LADTG","L2","y","w","Formicidae",0,2018-01-17,2018-01-20
"1740","SaipanLADTGL2","Saipan","LADTG","L2","w","r","Formicidae",0,2018-01-17,2018-01-20
"1741","SaipanLADTGL2","Saipan","LADTG","L2","w","b","Formicidae",1,2018-01-17,2018-01-20
"1742","SaipanLADTGL2","Saipan","LADTG","L2","r","y","Formicidae",1,2018-01-17,2018-01-20
"1743","SaipanLADTGL2","Saipan","LADTG","L2","w","w","Formicidae",0,2018-01-17,2018-01-20
"1744","SaipanLADTGL2","Saipan","LADTG","L2","r","r","Formicidae",1,2018-01-17,2018-01-20
"1745","SaipanLADTGL2","Saipan","LADTG","L2","y","r","Formicidae",0,2018-01-17,2018-01-20
"1746","SaipanMTRLL1","Saipan","MTRL","L1","w","y","Formicidae",1,2018-01-17,2018-01-20
"1747","SaipanMTRLL1","Saipan","MTRL","L1","w","b","Formicidae",0,2018-01-17,2018-01-20
"1748","SaipanMTRLL1","Saipan","MTRL","L1","w","w","Formicidae",0,2018-01-17,2018-01-20
"1749","SaipanMTRLL1","Saipan","MTRL","L1","w","r","Formicidae",0,2018-01-17,2018-01-20
"1750","SaipanMTRLL1","Saipan","MTRL","L1","r","y","Formicidae",0,2018-01-17,2018-01-20
"1751","SaipanMTRLL1","Saipan","MTRL","L1","r","b","Formicidae",0,2018-01-17,2018-01-20
"1752","SaipanMTRLL1","Saipan","MTRL","L1","r","w","Formicidae",0,2018-01-17,2018-01-20
"1753","SaipanMTRLL1","Saipan","MTRL","L1","r","r","Formicidae",0,2018-01-17,2018-01-20
"1754","SaipanMTRLL1","Saipan","MTRL","L1","b","b","Formicidae",0,2018-01-17,2018-01-20
"1755","SaipanMTRLL1","Saipan","MTRL","L1","b","w","Formicidae",0,2018-01-17,2018-01-20
"1756","SaipanMTRLL1","Saipan","MTRL","L1","b","r","Formicidae",0,2018-01-17,2018-01-20
"1757","SaipanMTRLL1","Saipan","MTRL","L1","b","y","Formicidae",0,2018-01-17,2018-01-20
"1758","SaipanMTRLL1","Saipan","MTRL","L1","y","y","Formicidae",1,2018-01-17,2018-01-20
"1759","SaipanMTRLL1","Saipan","MTRL","L1","y","b","Formicidae",0,2018-01-17,2018-01-20
"1760","SaipanMTRLL1","Saipan","MTRL","L1","y","w","Formicidae",0,2018-01-17,2018-01-20
"1761","SaipanMTRLL1","Saipan","MTRL","L1","y","r","Formicidae",0,2018-01-17,2018-01-20
"1762","SaipanMTRLL2","Saipan","MTRL","L2","r","r","Formicidae",0,2018-01-17,2018-01-20
"1763","SaipanMTRLL2","Saipan","MTRL","L2","r","w","Formicidae",0,2018-01-17,2018-01-20
"1764","SaipanMTRLL2","Saipan","MTRL","L2","r","b","Formicidae",0,2018-01-17,2018-01-20
"1765","SaipanMTRLL2","Saipan","MTRL","L2","r","y","Formicidae",3,2018-01-17,2018-01-20
"1766","SaipanMTRLL2","Saipan","MTRL","L2","w","r","Formicidae",0,2018-01-17,2018-01-20
"1767","SaipanMTRLL2","Saipan","MTRL","L2","y","r","Formicidae",0,2018-01-17,2018-01-20
"1768","SaipanMTRLL2","Saipan","MTRL","L2","w","w","Formicidae",1,2018-01-17,2018-01-20
"1769","SaipanMTRLL2","Saipan","MTRL","L2","w","b","Formicidae",0,2018-01-17,2018-01-20
"1770","SaipanMTRLL2","Saipan","MTRL","L2","b","r","Formicidae",0,2018-01-17,2018-01-20
"1771","SaipanMTRLL2","Saipan","MTRL","L2","w","y","Formicidae",0,2018-01-17,2018-01-20
"1772","SaipanMTRLL2","Saipan","MTRL","L2","b","b","Formicidae",0,2018-01-17,2018-01-20
"1773","SaipanMTRLL2","Saipan","MTRL","L2","b","y","Formicidae",0,2018-01-17,2018-01-20
"1774","SaipanMTRLL2","Saipan","MTRL","L2","b","w","Formicidae",0,2018-01-17,2018-01-20
"1775","SaipanMTRLL2","Saipan","MTRL","L2","y","y","Formicidae",0,2018-01-17,2018-01-20
"1776","SaipanMTRLL2","Saipan","MTRL","L2","y","w","Formicidae",1,2018-01-17,2018-01-20
"1777","SaipanMTRLL2","Saipan","MTRL","L2","y","b","Formicidae",0,2018-01-17,2018-01-20
"1778","SaipanMTRLL3","Saipan","MTRL","L3","r","r","Formicidae",0,2018-01-17,2018-01-20
"1779","SaipanMTRLL3","Saipan","MTRL","L3","y","y","Formicidae",0,2018-01-17,2018-01-20
"1780","SaipanMTRLL3","Saipan","MTRL","L3","r","y","Formicidae",0,2018-01-17,2018-01-20
"1781","SaipanMTRLL3","Saipan","MTRL","L3","b","b","Formicidae",0,2018-01-17,2018-01-20
"1782","SaipanMTRLL3","Saipan","MTRL","L3","y","b","Formicidae",1,2018-01-17,2018-01-20
"1783","SaipanMTRLL3","Saipan","MTRL","L3","y","w","Formicidae",0,2018-01-17,2018-01-20
"1784","SaipanMTRLL3","Saipan","MTRL","L3","w","r","Formicidae",0,2018-01-17,2018-01-20
"1785","SaipanMTRLL3","Saipan","MTRL","L3","w","w","Formicidae",0,2018-01-17,2018-01-20
"1786","SaipanMTRLL3","Saipan","MTRL","L3","b","y","Formicidae",0,2018-01-17,2018-01-20
"1787","SaipanMTRLL3","Saipan","MTRL","L3","y","r","Formicidae",0,2018-01-17,2018-01-20
"1788","SaipanMTRLL3","Saipan","MTRL","L3","r","w","Formicidae",0,2018-01-17,2018-01-20
"1789","SaipanMTRLL3","Saipan","MTRL","L3","r","b","Formicidae",0,2018-01-17,2018-01-20
"1790","SaipanMTRLL3","Saipan","MTRL","L3","w","b","Formicidae",1,2018-01-17,2018-01-20
"1791","SaipanMTRLL3","Saipan","MTRL","L3","b","r","Formicidae",0,2018-01-17,2018-01-20
"1792","SaipanMTRLL3","Saipan","MTRL","L3","w","y","Formicidae",1,2018-01-17,2018-01-20
"1793","GuamAnaoL1","Guam","Anao","L1","b","y","Apoidea",0,2018-01-12,2018-01-15
"1794","GuamAnaoL1","Guam","Anao","L1","y","w","Apoidea",0,2018-01-12,2018-01-15
"1795","GuamAnaoL1","Guam","Anao","L1","y","b","Apoidea",0,2018-01-12,2018-01-15
"1796","GuamAnaoL1","Guam","Anao","L1","y","r","Apoidea",0,2018-01-12,2018-01-15
"1797","GuamAnaoL1","Guam","Anao","L1","w","b","Apoidea",0,2018-01-12,2018-01-15
"1798","GuamAnaoL1","Guam","Anao","L1","r","b","Apoidea",0,2018-01-12,2018-01-15
"1799","GuamAnaoL1","Guam","Anao","L1","w","y","Apoidea",0,2018-01-12,2018-01-15
"1800","GuamAnaoL1","Guam","Anao","L1","r","w","Apoidea",0,2018-01-12,2018-01-15
"1801","GuamAnaoL1","Guam","Anao","L1","b","b","Apoidea",0,2018-01-12,2018-01-15
"1802","GuamAnaoL1","Guam","Anao","L1","b","r","Apoidea",0,2018-01-12,2018-01-15
"1803","GuamAnaoL1","Guam","Anao","L1","b","w","Apoidea",0,2018-01-12,2018-01-15
"1804","GuamAnaoL1","Guam","Anao","L1","y","y","Apoidea",0,2018-01-12,2018-01-15
"1805","GuamAnaoL1","Guam","Anao","L1","w","w","Apoidea",2,2018-01-12,2018-01-15
"1806","GuamAnaoL1","Guam","Anao","L1","w","r","Apoidea",0,2018-01-12,2018-01-15
"1807","GuamAnaoL1","Guam","Anao","L1","r","r","Apoidea",3,2018-01-12,2018-01-15
"1808","GuamAnaoL1","Guam","Anao","L1","r","y","Apoidea",0,2018-01-12,2018-01-15
"1809","GuamAnaoL2","Guam","Anao","L2","b","y","Apoidea",0,2018-01-12,2018-01-15
"1810","GuamAnaoL2","Guam","Anao","L2","b","b","Apoidea",0,2018-01-12,2018-01-15
"1811","GuamAnaoL2","Guam","Anao","L2","r","b","Apoidea",0,2018-01-12,2018-01-15
"1812","GuamAnaoL2","Guam","Anao","L2","y","y","Apoidea",0,2018-01-12,2018-01-15
"1813","GuamAnaoL2","Guam","Anao","L2","b","r","Apoidea",0,2018-01-12,2018-01-15
"1814","GuamAnaoL2","Guam","Anao","L2","r","w","Apoidea",0,2018-01-12,2018-01-15
"1815","GuamAnaoL2","Guam","Anao","L2","w","y","Apoidea",0,2018-01-12,2018-01-15
"1816","GuamAnaoL2","Guam","Anao","L2","b","w","Apoidea",0,2018-01-12,2018-01-15
"1817","GuamAnaoL2","Guam","Anao","L2","y","b","Apoidea",0,2018-01-12,2018-01-15
"1818","GuamAnaoL2","Guam","Anao","L2","y","w","Apoidea",0,2018-01-12,2018-01-15
"1819","GuamAnaoL2","Guam","Anao","L2","w","r","Apoidea",0,2018-01-12,2018-01-15
"1820","GuamAnaoL2","Guam","Anao","L2","w","b","Apoidea",0,2018-01-12,2018-01-15
"1821","GuamAnaoL2","Guam","Anao","L2","r","y","Apoidea",0,2018-01-12,2018-01-15
"1822","GuamAnaoL2","Guam","Anao","L2","w","w","Apoidea",0,2018-01-12,2018-01-15
"1823","GuamAnaoL2","Guam","Anao","L2","r","r","Apoidea",0,2018-01-12,2018-01-15
"1824","GuamAnaoL2","Guam","Anao","L2","y","r","Apoidea",0,2018-01-12,2018-01-15
"1825","GuamAnaoL3","Guam","Anao","L3","y","y","Apoidea",0,2018-01-12,2018-01-15
"1826","GuamAnaoL3","Guam","Anao","L3","y","w","Apoidea",0,2018-01-12,2018-01-15
"1827","GuamAnaoL3","Guam","Anao","L3","y","b","Apoidea",0,2018-01-12,2018-01-15
"1828","GuamAnaoL3","Guam","Anao","L3","b","b","Apoidea",1,2018-01-12,2018-01-15
"1829","GuamAnaoL3","Guam","Anao","L3","r","r","Apoidea",0,2018-01-12,2018-01-15
"1830","GuamAnaoL3","Guam","Anao","L3","w","b","Apoidea",0,2018-01-12,2018-01-15
"1831","GuamAnaoL3","Guam","Anao","L3","y","r","Apoidea",0,2018-01-12,2018-01-15
"1832","GuamAnaoL3","Guam","Anao","L3","w","w","Apoidea",0,2018-01-12,2018-01-15
"1833","GuamAnaoL3","Guam","Anao","L3","w","y","Apoidea",0,2018-01-12,2018-01-15
"1834","GuamAnaoL3","Guam","Anao","L3","b","y","Apoidea",0,2018-01-12,2018-01-15
"1835","GuamAnaoL3","Guam","Anao","L3","b","r","Apoidea",0,2018-01-12,2018-01-15
"1836","GuamAnaoL3","Guam","Anao","L3","r","w","Apoidea",0,2018-01-12,2018-01-15
"1837","GuamAnaoL3","Guam","Anao","L3","r","y","Apoidea",0,2018-01-12,2018-01-15
"1838","GuamAnaoL3","Guam","Anao","L3","w","r","Apoidea",1,2018-01-12,2018-01-15
"1839","GuamAnaoL3","Guam","Anao","L3","r","b","Apoidea",0,2018-01-12,2018-01-15
"1840","GuamAnaoL3","Guam","Anao","L3","b","w","Apoidea",0,2018-01-12,2018-01-15
"1841","GuamNblasL1","Guam","Nblas","L1","r","r","Apoidea",0,2018-01-12,2018-01-15
"1842","GuamNblasL1","Guam","Nblas","L1","r","b","Apoidea",0,2018-01-12,2018-01-15
"1843","GuamNblasL1","Guam","Nblas","L1","r","y","Apoidea",0,2018-01-12,2018-01-15
"1844","GuamNblasL1","Guam","Nblas","L1","r","w","Apoidea",0,2018-01-12,2018-01-15
"1845","GuamNblasL1","Guam","Nblas","L1","b","r","Apoidea",0,2018-01-12,2018-01-15
"1846","GuamNblasL1","Guam","Nblas","L1","b","b","Apoidea",0,2018-01-12,2018-01-15
"1847","GuamNblasL1","Guam","Nblas","L1","b","y","Apoidea",0,2018-01-12,2018-01-15
"1848","GuamNblasL1","Guam","Nblas","L1","b","w","Apoidea",0,2018-01-12,2018-01-15
"1849","GuamNblasL1","Guam","Nblas","L1","y","r","Apoidea",0,2018-01-12,2018-01-15
"1850","GuamNblasL1","Guam","Nblas","L1","y","b","Apoidea",0,2018-01-12,2018-01-15
"1851","GuamNblasL1","Guam","Nblas","L1","y","y","Apoidea",0,2018-01-12,2018-01-15
"1852","GuamNblasL1","Guam","Nblas","L1","y","w","Apoidea",0,2018-01-12,2018-01-15
"1853","GuamNblasL1","Guam","Nblas","L1","w","r","Apoidea",0,2018-01-12,2018-01-15
"1854","GuamNblasL1","Guam","Nblas","L1","w","b","Apoidea",0,2018-01-12,2018-01-15
"1855","GuamNblasL1","Guam","Nblas","L1","w","y","Apoidea",0,2018-01-12,2018-01-15
"1856","GuamNblasL1","Guam","Nblas","L1","w","w","Apoidea",0,2018-01-12,2018-01-15
"1857","GuamNblasL2","Guam","Nblas","L2","r","y","Apoidea",0,2018-01-12,2018-01-15
"1858","GuamNblasL2","Guam","Nblas","L2","r","r","Apoidea",0,2018-01-12,2018-01-15
"1859","GuamNblasL2","Guam","Nblas","L2","r","w","Apoidea",0,2018-01-12,2018-01-15
"1860","GuamNblasL2","Guam","Nblas","L2","r","b","Apoidea",0,2018-01-12,2018-01-15
"1861","GuamNblasL2","Guam","Nblas","L2","w","b","Apoidea",0,2018-01-12,2018-01-15
"1862","GuamNblasL2","Guam","Nblas","L2","w","y","Apoidea",0,2018-01-12,2018-01-15
"1863","GuamNblasL2","Guam","Nblas","L2","w","w","Apoidea",0,2018-01-12,2018-01-15
"1864","GuamNblasL2","Guam","Nblas","L2","y","y","Apoidea",0,2018-01-12,2018-01-15
"1865","GuamNblasL2","Guam","Nblas","L2","w","r","Apoidea",1,2018-01-12,2018-01-15
"1866","GuamNblasL2","Guam","Nblas","L2","y","b","Apoidea",0,2018-01-12,2018-01-15
"1867","GuamNblasL2","Guam","Nblas","L2","y","w","Apoidea",0,2018-01-12,2018-01-15
"1868","GuamNblasL2","Guam","Nblas","L2","y","r","Apoidea",0,2018-01-12,2018-01-15
"1869","GuamNblasL2","Guam","Nblas","L2","b","w","Apoidea",0,2018-01-12,2018-01-15
"1870","GuamNblasL2","Guam","Nblas","L2","b","r","Apoidea",0,2018-01-12,2018-01-15
"1871","GuamNblasL2","Guam","Nblas","L2","b","b","Apoidea",0,2018-01-12,2018-01-15
"1872","GuamNblasL2","Guam","Nblas","L2","b","y","Apoidea",0,2018-01-12,2018-01-15
"1873","GuamNblasL3","Guam","Nblas","L3","r","r","Apoidea",1,2018-01-12,2018-01-15
"1874","GuamNblasL3","Guam","Nblas","L3","r","w","Apoidea",0,2018-01-12,2018-01-15
"1875","GuamNblasL3","Guam","Nblas","L3","r","b","Apoidea",0,2018-01-12,2018-01-15
"1876","GuamNblasL3","Guam","Nblas","L3","r","y","Apoidea",0,2018-01-12,2018-01-15
"1877","GuamNblasL3","Guam","Nblas","L3","w","r","Apoidea",0,2018-01-12,2018-01-15
"1878","GuamNblasL3","Guam","Nblas","L3","w","w","Apoidea",0,2018-01-12,2018-01-15
"1879","GuamNblasL3","Guam","Nblas","L3","w","b","Apoidea",0,2018-01-12,2018-01-15
"1880","GuamNblasL3","Guam","Nblas","L3","w","y","Apoidea",0,2018-01-12,2018-01-15
"1881","GuamNblasL3","Guam","Nblas","L3","y","r","Apoidea",0,2018-01-12,2018-01-15
"1882","GuamNblasL3","Guam","Nblas","L3","y","w","Apoidea",0,2018-01-12,2018-01-15
"1883","GuamNblasL3","Guam","Nblas","L3","y","b","Apoidea",0,2018-01-12,2018-01-15
"1884","GuamNblasL3","Guam","Nblas","L3","y","y","Apoidea",0,2018-01-12,2018-01-15
"1885","GuamNblasL3","Guam","Nblas","L3","b","r","Apoidea",0,2018-01-12,2018-01-15
"1886","GuamNblasL3","Guam","Nblas","L3","b","w","Apoidea",0,2018-01-12,2018-01-15
"1887","GuamNblasL3","Guam","Nblas","L3","b","b","Apoidea",0,2018-01-12,2018-01-15
"1888","GuamNblasL3","Guam","Nblas","L3","b","y","Apoidea",0,2018-01-12,2018-01-15
"1889","GuamRacetrackL1","Guam","Racetrack","L1","w","w","Apoidea",0,2018-01-12,2018-01-15
"1890","GuamRacetrackL1","Guam","Racetrack","L1","w","r","Apoidea",0,2018-01-12,2018-01-15
"1891","GuamRacetrackL1","Guam","Racetrack","L1","w","y","Apoidea",0,2018-01-12,2018-01-15
"1892","GuamRacetrackL1","Guam","Racetrack","L1","y","y","Apoidea",0,2018-01-12,2018-01-15
"1893","GuamRacetrackL1","Guam","Racetrack","L1","w","b","Apoidea",0,2018-01-12,2018-01-15
"1894","GuamRacetrackL1","Guam","Racetrack","L1","r","r","Apoidea",0,2018-01-12,2018-01-15
"1895","GuamRacetrackL1","Guam","Racetrack","L1","r","y","Apoidea",0,2018-01-12,2018-01-15
"1896","GuamRacetrackL1","Guam","Racetrack","L1","y","r","Apoidea",0,2018-01-12,2018-01-15
"1897","GuamRacetrackL1","Guam","Racetrack","L1","b","r","Apoidea",0,2018-01-12,2018-01-15
"1898","GuamRacetrackL1","Guam","Racetrack","L1","b","b","Apoidea",0,2018-01-12,2018-01-15
"1899","GuamRacetrackL1","Guam","Racetrack","L1","r","b","Apoidea",0,2018-01-12,2018-01-15
"1900","GuamRacetrackL1","Guam","Racetrack","L1","r","w","Apoidea",0,2018-01-12,2018-01-15
"1901","GuamRacetrackL1","Guam","Racetrack","L1","y","w","Apoidea",0,2018-01-12,2018-01-15
"1902","GuamRacetrackL1","Guam","Racetrack","L1","b","w","Apoidea",0,2018-01-12,2018-01-15
"1903","GuamRacetrackL1","Guam","Racetrack","L1","b","b","Apoidea",0,2018-01-12,2018-01-15
"1904","GuamRacetrackL1","Guam","Racetrack","L1","y","b","Apoidea",0,2018-01-12,2018-01-15
"1905","GuamRacetrackL2","Guam","Racetrack","L2","r","w","Apoidea",0,2018-01-12,2018-01-15
"1906","GuamRacetrackL2","Guam","Racetrack","L2","b","y","Apoidea",0,2018-01-12,2018-01-15
"1907","GuamRacetrackL2","Guam","Racetrack","L2","b","b","Apoidea",0,2018-01-12,2018-01-15
"1908","GuamRacetrackL2","Guam","Racetrack","L2","b","r","Apoidea",0,2018-01-12,2018-01-15
"1909","GuamRacetrackL2","Guam","Racetrack","L2","b","w","Apoidea",0,2018-01-12,2018-01-15
"1910","GuamRacetrackL2","Guam","Racetrack","L2","y","y","Apoidea",0,2018-01-12,2018-01-15
"1911","GuamRacetrackL2","Guam","Racetrack","L2","y","r","Apoidea",0,2018-01-12,2018-01-15
"1912","GuamRacetrackL2","Guam","Racetrack","L2","y","w","Apoidea",0,2018-01-12,2018-01-15
"1913","GuamRacetrackL2","Guam","Racetrack","L2","y","b","Apoidea",0,2018-01-12,2018-01-15
"1914","GuamRacetrackL2","Guam","Racetrack","L2","w","r","Apoidea",0,2018-01-12,2018-01-15
"1915","GuamRacetrackL2","Guam","Racetrack","L2","w","w","Apoidea",0,2018-01-12,2018-01-15
